"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PL","22.07.2015 02:00 - 22.07.2015 03:00 (CET/CEST)","231","5104","69","157","8511","172","n/e","n/e","n/e","0","","83","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","567"
"BZN|PL","22.07.2015 03:00 - 22.07.2015 04:00 (CET/CEST)","233","4915","69","157","8453","172","n/e","n/e","n/e","0","","83","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","531"
"BZN|PL","22.07.2015 04:00 - 22.07.2015 05:00 (CET/CEST)","233","4783","67","158","8620","171","n/e","n/e","n/e","0","","83","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","556"
"BZN|PL","22.07.2015 05:00 - 22.07.2015 06:00 (CET/CEST)","232","5361","67","157","8593","170","n/e","n/e","n/e","0","","83","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","533"
"BZN|PL","22.07.2015 06:00 - 22.07.2015 07:00 (CET/CEST)","232","5262","67","156","9093","171","n/e","n/e","n/e","0","","83","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","393"
"BZN|PL","22.07.2015 07:00 - 22.07.2015 08:00 (CET/CEST)","237","5989","67","163","10089","181","n/e","n/e","n/e","48","","84","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","187"
"BZN|PL","22.07.2015 08:00 - 22.07.2015 09:00 (CET/CEST)","232","6195","70","186","11098","191","n/e","n/e","n/e","0","","87","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","154"
"BZN|PL","22.07.2015 09:00 - 22.07.2015 10:00 (CET/CEST)","228","6363","72","243","11262","190","n/e","n/e","n/e","169","","107","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","242"
"BZN|PL","22.07.2015 10:00 - 22.07.2015 11:00 (CET/CEST)","236","6371","64","305","11284","189","n/e","n/e","n/e","276","","116","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","315"
"BZN|PL","22.07.2015 11:00 - 22.07.2015 12:00 (CET/CEST)","237","6390","36","319","11320","191","n/e","n/e","n/e","584","","110","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","364"
"BZN|PL","22.07.2015 12:00 - 22.07.2015 13:00 (CET/CEST)","238","6396","57","328","11327","191","n/e","n/e","n/e","720","","106","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","323"
"BZN|PL","22.07.2015 13:00 - 22.07.2015 14:00 (CET/CEST)","235","6388","59","368","11326","190","n/e","n/e","n/e","1003","","104","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","277"
"BZN|PL","22.07.2015 14:00 - 22.07.2015 15:00 (CET/CEST)","234","6387","61","414","11234","190","n/e","n/e","n/e","581","","90","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","276"
"BZN|PL","22.07.2015 15:00 - 22.07.2015 16:00 (CET/CEST)","235","6378","66","464","11120","192","n/e","n/e","n/e","325","","90","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","263"
"BZN|PL","22.07.2015 16:00 - 22.07.2015 17:00 (CET/CEST)","235","6374","67","466","11190","193","n/e","n/e","n/e","88","","90","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","213"
"BZN|PL","22.07.2015 17:00 - 22.07.2015 18:00 (CET/CEST)","235","6361","62","342","10996","193","n/e","n/e","n/e","79","","89","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","175"
"BZN|PL","22.07.2015 18:00 - 22.07.2015 19:00 (CET/CEST)","234","6361","64","321","10831","193","n/e","n/e","n/e","14","","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","162"
"BZN|PL","22.07.2015 19:00 - 22.07.2015 20:00 (CET/CEST)","235","6315","67","322","10579","194","n/e","n/e","n/e","14","","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","107"
"BZN|PL","22.07.2015 20:00 - 22.07.2015 21:00 (CET/CEST)","233","6324","68","324","10650","195","n/e","n/e","n/e","14","","100","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","129"
"BZN|PL","22.07.2015 21:00 - 22.07.2015 22:00 (CET/CEST)","233","6308","69","327","10709","195","n/e","n/e","n/e","41","","106","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","265"
"BZN|PL","22.07.2015 22:00 - 22.07.2015 23:00 (CET/CEST)","229","6145","69","321","9960","196","n/e","n/e","n/e","0","","90","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","433"
"BZN|PL","22.07.2015 23:00 - 23.07.2015 00:00 (CET/CEST)","230","5823","68","319","9224","186","n/e","n/e","n/e","0","","84","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","614"
"BZN|PL","23.07.2015 00:00 - 23.07.2015 01:00 (CET/CEST)","230","5533","69","298","8873","181","n/e","n/e","n/e","0","","85","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","739"
"BZN|PL","23.07.2015 01:00 - 23.07.2015 02:00 (CET/CEST)","229","5562","68","298","8419","181","n/e","n/e","n/e","0","","82","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","944"
"BZN|PL","23.07.2015 02:00 - 23.07.2015 03:00 (CET/CEST)","229","5076","68","298","8303","180","n/e","n/e","n/e","0","","82","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","976"
"BZN|PL","23.07.2015 03:00 - 23.07.2015 04:00 (CET/CEST)","231","4826","68","296","8272","179","n/e","n/e","n/e","0","","82","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1193"
"BZN|PL","23.07.2015 04:00 - 23.07.2015 05:00 (CET/CEST)","231","4767","67","297","8350","179","n/e","n/e","n/e","1","","82","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1214"
"BZN|PL","23.07.2015 05:00 - 23.07.2015 06:00 (CET/CEST)","232","5176","68","297","8358","178","n/e","n/e","n/e","1","","82","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1115"
"BZN|PL","23.07.2015 06:00 - 23.07.2015 07:00 (CET/CEST)","233","5666","69","323","9098","178","n/e","n/e","n/e","0","","82","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","848"
"BZN|PL","23.07.2015 07:00 - 23.07.2015 08:00 (CET/CEST)","235","6322","71","334","9962","186","n/e","n/e","n/e","0","","83","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","626"
"BZN|PL","23.07.2015 08:00 - 23.07.2015 09:00 (CET/CEST)","235","6416","71","355","10649","187","n/e","n/e","n/e","0","","83","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","474"
"BZN|PL","23.07.2015 09:00 - 23.07.2015 10:00 (CET/CEST)","235","6627","71","415","10897","188","n/e","n/e","n/e","0","","85","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","663"
"BZN|PL","23.07.2015 10:00 - 23.07.2015 11:00 (CET/CEST)","235","6726","70","476","10969","189","n/e","n/e","n/e","14","","102","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","855"
"BZN|PL","23.07.2015 11:00 - 23.07.2015 12:00 (CET/CEST)","234","6781","67","477","11099","189","n/e","n/e","n/e","156","","116","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1015"
"BZN|PL","23.07.2015 12:00 - 23.07.2015 13:00 (CET/CEST)","234","6716","66","476","11017","188","n/e","n/e","n/e","192","","109","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1220"
"BZN|PL","23.07.2015 13:00 - 23.07.2015 14:00 (CET/CEST)","234","6721","63","474","10699","188","n/e","n/e","n/e","343","","101","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1399"
"BZN|PL","23.07.2015 14:00 - 23.07.2015 15:00 (CET/CEST)","234","6594","58","475","10449","188","n/e","n/e","n/e","291","","88","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1398"
"BZN|PL","23.07.2015 15:00 - 23.07.2015 16:00 (CET/CEST)","234","6522","60","474","10222","189","n/e","n/e","n/e","221","","87","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1350"
"BZN|PL","23.07.2015 16:00 - 23.07.2015 17:00 (CET/CEST)","235","6467","60","475","9911","188","n/e","n/e","n/e","262","","88","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1250"
"BZN|PL","23.07.2015 17:00 - 23.07.2015 18:00 (CET/CEST)","235","6229","59","348","9905","186","n/e","n/e","n/e","329","","87","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","875"
"BZN|PL","23.07.2015 18:00 - 23.07.2015 19:00 (CET/CEST)","235","6172","65","327","9735","186","n/e","n/e","n/e","214","","91","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","658"
"BZN|PL","23.07.2015 19:00 - 23.07.2015 20:00 (CET/CEST)","235","6143","70","328","9906","183","n/e","n/e","n/e","214","","91","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","420"
"BZN|PL","23.07.2015 20:00 - 23.07.2015 21:00 (CET/CEST)","235","6319","66","330","9916","178","n/e","n/e","n/e","85","","91","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","386"
"BZN|PL","23.07.2015 21:00 - 23.07.2015 22:00 (CET/CEST)","235","6588","65","333","9957","178","n/e","n/e","n/e","17","","91","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","366"
"BZN|PL","23.07.2015 22:00 - 23.07.2015 23:00 (CET/CEST)","230","6564","61","329","9685","179","n/e","n/e","n/e","2","","91","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","288"
"BZN|PL","23.07.2015 23:00 - 24.07.2015 00:00 (CET/CEST)","228","5836","60","328","9302","169","n/e","n/e","n/e","0","","87","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","210"
"BZN|PL","24.07.2015 00:00 - 24.07.2015 01:00 (CET/CEST)","229","5723","60","303","8846","168","n/e","n/e","n/e","0","","86","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","206"
"BZN|PL","24.07.2015 01:00 - 24.07.2015 02:00 (CET/CEST)","228","5408","62","301","8643","168","n/e","n/e","n/e","0","","86","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","242"
"BZN|PL","24.07.2015 02:00 - 24.07.2015 03:00 (CET/CEST)","228","5253","63","301","8518","169","n/e","n/e","n/e","0","","86","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","235"
"BZN|PL","24.07.2015 03:00 - 24.07.2015 04:00 (CET/CEST)","230","4941","65","300","8418","168","n/e","n/e","n/e","0","","86","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","200"
"BZN|PL","24.07.2015 04:00 - 24.07.2015 05:00 (CET/CEST)","231","5137","66","301","8445","167","n/e","n/e","n/e","0","","86","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","184"
"BZN|PL","24.07.2015 05:00 - 24.07.2015 06:00 (CET/CEST)","229","5164","66","302","8537","166","n/e","n/e","n/e","0","","86","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","157"
"BZN|PL","24.07.2015 06:00 - 24.07.2015 07:00 (CET/CEST)","233","5696","66","326","8770","166","n/e","n/e","n/e","0","","86","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","108"
"BZN|PL","24.07.2015 07:00 - 24.07.2015 08:00 (CET/CEST)","238","6515","68","336","9497","177","n/e","n/e","n/e","0","","86","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","57"
"BZN|PL","24.07.2015 08:00 - 24.07.2015 09:00 (CET/CEST)","238","6692","68","356","10467","176","n/e","n/e","n/e","0","","86","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","32"
"BZN|PL","24.07.2015 09:00 - 24.07.2015 10:00 (CET/CEST)","236","6843","68","423","10994","177","n/e","n/e","n/e","0","","90","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22"
"BZN|PL","24.07.2015 10:00 - 24.07.2015 11:00 (CET/CEST)","236","6736","69","484","11050","184","n/e","n/e","n/e","18","","96","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","26"
"BZN|PL","24.07.2015 11:00 - 24.07.2015 12:00 (CET/CEST)","237","6707","69","483","11423","183","n/e","n/e","n/e","20","","106","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","32"
"BZN|PL","24.07.2015 12:00 - 24.07.2015 13:00 (CET/CEST)","237","6831","68","482","11431","184","n/e","n/e","n/e","126","","106","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","37"
"BZN|PL","24.07.2015 13:00 - 24.07.2015 14:00 (CET/CEST)","238","6859","68","480","11372","177","n/e","n/e","n/e","255","","107","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45"
"BZN|PL","24.07.2015 14:00 - 24.07.2015 15:00 (CET/CEST)","237","6787","66","478","11219","182","n/e","n/e","n/e","206","","86","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","57"
"BZN|PL","24.07.2015 15:00 - 24.07.2015 16:00 (CET/CEST)","236","6828","65","477","11197","182","n/e","n/e","n/e","7","","85","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","78"
"BZN|PL","24.07.2015 16:00 - 24.07.2015 17:00 (CET/CEST)","237","6896","63","476","10847","183","n/e","n/e","n/e","0","","87","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","105"
"BZN|PL","24.07.2015 17:00 - 24.07.2015 18:00 (CET/CEST)","237","6832","63","351","10693","183","n/e","n/e","n/e","0","","87","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","128"
"BZN|PL","24.07.2015 18:00 - 24.07.2015 19:00 (CET/CEST)","238","6665","62","328","10524","184","n/e","n/e","n/e","0","","87","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","192"
"BZN|PL","24.07.2015 19:00 - 24.07.2015 20:00 (CET/CEST)","237","6654","66","328","10429","185","n/e","n/e","n/e","0","","87","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","303"
"BZN|PL","24.07.2015 20:00 - 24.07.2015 21:00 (CET/CEST)","238","6526","66","330","9978","186","n/e","n/e","n/e","30","","89","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","521"
"BZN|PL","24.07.2015 21:00 - 24.07.2015 22:00 (CET/CEST)","236","6380","68","332","10071","189","n/e","n/e","n/e","114","","100","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","918"
"BZN|PL","24.07.2015 22:00 - 24.07.2015 23:00 (CET/CEST)","231","5958","69","295","9920","180","n/e","n/e","n/e","118","","87","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1241"
"BZN|PL","24.07.2015 23:00 - 25.07.2015 00:00 (CET/CEST)","228","5566","71","251","8662","179","n/e","n/e","n/e","0","","79","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1530"
"BZN|PL","25.07.2015 00:00 - 25.07.2015 01:00 (CET/CEST)","229","5538","70","125","7218","178","n/e","n/e","n/e","0","","78","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1591"
"BZN|PL","25.07.2015 01:00 - 25.07.2015 02:00 (CET/CEST)","228","5292","71","112","6846","179","n/e","n/e","n/e","0","","78","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1554"
"BZN|PL","25.07.2015 02:00 - 25.07.2015 03:00 (CET/CEST)","229","4979","72","112","6602","178","n/e","n/e","n/e","0","","78","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1628"
"BZN|PL","25.07.2015 03:00 - 25.07.2015 04:00 (CET/CEST)","232","4521","71","113","6722","177","n/e","n/e","n/e","0","","78","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1783"
"BZN|PL","25.07.2015 04:00 - 25.07.2015 05:00 (CET/CEST)","232","4101","70","113","6687","177","n/e","n/e","n/e","0","","78","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1978"
"BZN|PL","25.07.2015 05:00 - 25.07.2015 06:00 (CET/CEST)","233","3889","65","113","6535","175","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2078"
"BZN|PL","25.07.2015 06:00 - 25.07.2015 07:00 (CET/CEST)","233","4422","64","112","6894","174","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2103"
"BZN|PL","25.07.2015 07:00 - 25.07.2015 08:00 (CET/CEST)","233","4935","63","108","7273","174","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2049"
"BZN|PL","25.07.2015 08:00 - 25.07.2015 09:00 (CET/CEST)","233","5419","63","107","7600","175","n/e","n/e","n/e","0","","87","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2037"
"BZN|PL","25.07.2015 09:00 - 25.07.2015 10:00 (CET/CEST)","233","5957","62","110","8166","180","n/e","n/e","n/e","96","","87","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2024"
"BZN|PL","25.07.2015 10:00 - 25.07.2015 11:00 (CET/CEST)","233","6215","58","110","8780","186","n/e","n/e","n/e","123","","100","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1839"
"BZN|PL","25.07.2015 11:00 - 25.07.2015 12:00 (CET/CEST)","233","6113","53","135","9190","187","n/e","n/e","n/e","553","","103","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1816"
"BZN|PL","25.07.2015 12:00 - 25.07.2015 13:00 (CET/CEST)","233","5822","54","179","9145","186","n/e","n/e","n/e","665","","100","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1847"
"BZN|PL","25.07.2015 13:00 - 25.07.2015 14:00 (CET/CEST)","194","5592","57","241","9158","185","n/e","n/e","n/e","534","","101","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1831"
"BZN|PL","25.07.2015 14:00 - 25.07.2015 15:00 (CET/CEST)","188","5412","62","272","8820","176","n/e","n/e","n/e","127","","89","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1643"
"BZN|PL","25.07.2015 15:00 - 25.07.2015 16:00 (CET/CEST)","188","5533","65","273","8591","178","n/e","n/e","n/e","141","","87","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1393"
"BZN|PL","25.07.2015 16:00 - 25.07.2015 17:00 (CET/CEST)","202","5459","67","273","8577","178","n/e","n/e","n/e","174","","85","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1321"
"BZN|PL","25.07.2015 17:00 - 25.07.2015 18:00 (CET/CEST)","221","5484","67","277","8666","177","n/e","n/e","n/e","272","","85","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1113"
"BZN|PL","25.07.2015 18:00 - 25.07.2015 19:00 (CET/CEST)","226","5262","68","275","8614","176","n/e","n/e","n/e","421","","84","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","897"
"BZN|PL","25.07.2015 19:00 - 25.07.2015 20:00 (CET/CEST)","232","5225","68","252","8619","175","n/e","n/e","n/e","412","","101","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1005"
"BZN|PL","25.07.2015 20:00 - 25.07.2015 21:00 (CET/CEST)","233","5337","68","252","8451","176","n/e","n/e","n/e","214","","102","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1245"
"BZN|PL","25.07.2015 21:00 - 25.07.2015 22:00 (CET/CEST)","233","5241","68","254","8171","177","n/e","n/e","n/e","145","","97","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1645"
"BZN|PL","25.07.2015 22:00 - 25.07.2015 23:00 (CET/CEST)","232","5275","66","255","7138","176","n/e","n/e","n/e","132","","82","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1737"
"BZN|PL","25.07.2015 23:00 - 26.07.2015 00:00 (CET/CEST)","230","5132","63","224","6360","176","n/e","n/e","n/e","17","","79","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1777"
"BZN|PL","26.07.2015 00:00 - 26.07.2015 01:00 (CET/CEST)","230","4855","66","221","5814","176","n/e","n/e","n/e","0","","79","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2134"
"BZN|PL","26.07.2015 01:00 - 26.07.2015 02:00 (CET/CEST)","230","4445","66","221","5740","177","n/e","n/e","n/e","0","","78","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2391"
"BZN|PL","26.07.2015 02:00 - 26.07.2015 03:00 (CET/CEST)","230","4211","66","221","5660","177","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2627"
"BZN|PL","26.07.2015 03:00 - 26.07.2015 04:00 (CET/CEST)","233","4073","64","221","5567","177","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2782"
"BZN|PL","26.07.2015 04:00 - 26.07.2015 05:00 (CET/CEST)","233","3924","64","222","5275","175","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2774"
"BZN|PL","26.07.2015 05:00 - 26.07.2015 06:00 (CET/CEST)","233","3591","65","222","5146","173","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2800"
"BZN|PL","26.07.2015 06:00 - 26.07.2015 07:00 (CET/CEST)","233","3787","65","222","5344","172","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2766"
"BZN|PL","26.07.2015 07:00 - 26.07.2015 08:00 (CET/CEST)","233","4073","64","221","5456","173","n/e","n/e","n/e","17","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2891"
"BZN|PL","26.07.2015 08:00 - 26.07.2015 09:00 (CET/CEST)","233","4114","65","220","5401","174","n/e","n/e","n/e","20","","81","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3023"
"BZN|PL","26.07.2015 09:00 - 26.07.2015 10:00 (CET/CEST)","233","4355","65","220","5715","174","n/e","n/e","n/e","3","","92","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2971"
"BZN|PL","26.07.2015 10:00 - 26.07.2015 11:00 (CET/CEST)","233","5157","64","219","5634","174","n/e","n/e","n/e","18","","100","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2867"
"BZN|PL","26.07.2015 11:00 - 26.07.2015 12:00 (CET/CEST)","234","5386","63","218","5581","174","n/e","n/e","n/e","46","","101","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2721"
"BZN|PL","26.07.2015 12:00 - 26.07.2015 13:00 (CET/CEST)","235","5383","63","218","5680","174","n/e","n/e","n/e","49","","97","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2725"
"BZN|PL","26.07.2015 13:00 - 26.07.2015 14:00 (CET/CEST)","235","5360","63","218","5873","173","n/e","n/e","n/e","49","","95","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2471"
"BZN|PL","26.07.2015 14:00 - 26.07.2015 15:00 (CET/CEST)","234","5399","65","218","5963","173","n/e","n/e","n/e","6","","84","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2020"
"BZN|PL","26.07.2015 15:00 - 26.07.2015 16:00 (CET/CEST)","235","5350","66","218","5833","173","n/e","n/e","n/e","0","","84","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1786"
"BZN|PL","26.07.2015 16:00 - 26.07.2015 17:00 (CET/CEST)","235","5414","68","218","5764","174","n/e","n/e","n/e","0","","84","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1584"
"BZN|PL","26.07.2015 17:00 - 26.07.2015 18:00 (CET/CEST)","235","5544","67","219","5860","175","n/e","n/e","n/e","0","","85","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1240"
"BZN|PL","26.07.2015 18:00 - 26.07.2015 19:00 (CET/CEST)","235","5696","66","218","6119","175","n/e","n/e","n/e","0","","86","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","855"
"BZN|PL","26.07.2015 19:00 - 26.07.2015 20:00 (CET/CEST)","235","5874","65","219","6447","176","n/e","n/e","n/e","0","","104","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","420"
"BZN|PL","26.07.2015 20:00 - 26.07.2015 21:00 (CET/CEST)","235","5865","67","220","6816","179","n/e","n/e","n/e","0","","102","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","240"
"BZN|PL","26.07.2015 21:00 - 26.07.2015 22:00 (CET/CEST)","235","5974","68","220","7293","189","n/e","n/e","n/e","0","","93","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","192"
"BZN|PL","26.07.2015 22:00 - 26.07.2015 23:00 (CET/CEST)","235","5872","68","221","7046","188","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","310"
"BZN|PL","26.07.2015 23:00 - 27.07.2015 00:00 (CET/CEST)","231","5449","68","221","6051","178","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","547"
"BZN|PL","27.07.2015 00:00 - 27.07.2015 01:00 (CET/CEST)","232","4782","69","222","6131","177","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","685"
"BZN|PL","27.07.2015 01:00 - 27.07.2015 02:00 (CET/CEST)","232","4315","68","223","6094","178","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","749"
"BZN|PL","27.07.2015 02:00 - 27.07.2015 03:00 (CET/CEST)","232","4125","68","224","6013","178","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","800"
"BZN|PL","27.07.2015 03:00 - 27.07.2015 04:00 (CET/CEST)","233","4080","68","224","6053","178","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","775"
"BZN|PL","27.07.2015 04:00 - 27.07.2015 05:00 (CET/CEST)","234","3983","67","223","6106","171","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","821"
"BZN|PL","27.07.2015 05:00 - 27.07.2015 06:00 (CET/CEST)","234","4065","66","225","6474","166","n/e","n/e","n/e","0","","77","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","856"
"BZN|PL","27.07.2015 06:00 - 27.07.2015 07:00 (CET/CEST)","236","5174","66","277","7130","166","n/e","n/e","n/e","0","","78","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","877"
"BZN|PL","27.07.2015 07:00 - 27.07.2015 08:00 (CET/CEST)","240","6065","68","337","8329","168","n/e","n/e","n/e","0","","78","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","699"
"BZN|PL","27.07.2015 08:00 - 27.07.2015 09:00 (CET/CEST)","240","6190","68","343","9099","177","n/e","n/e","n/e","0","","82","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","496"
"BZN|PL","27.07.2015 09:00 - 27.07.2015 10:00 (CET/CEST)","240","6428","67","342","9322","180","n/e","n/e","n/e","0","","84","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","504"
