"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PL","01.01.2015 00:00 - 01.01.2015 01:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1415"
"BZN|PL","01.01.2015 01:00 - 01.01.2015 02:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1440"
"BZN|PL","01.01.2015 02:00 - 01.01.2015 03:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1444"
"BZN|PL","01.01.2015 03:00 - 01.01.2015 04:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1509"
"BZN|PL","01.01.2015 04:00 - 01.01.2015 05:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1548"
"BZN|PL","01.01.2015 05:00 - 01.01.2015 06:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1619"
"BZN|PL","01.01.2015 06:00 - 01.01.2015 07:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1660"
"BZN|PL","01.01.2015 07:00 - 01.01.2015 08:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1787"
"BZN|PL","01.01.2015 08:00 - 01.01.2015 09:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1867"
"BZN|PL","01.01.2015 09:00 - 01.01.2015 10:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1892"
"BZN|PL","01.01.2015 10:00 - 01.01.2015 11:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1854"
"BZN|PL","01.01.2015 11:00 - 01.01.2015 12:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1932"
"BZN|PL","01.01.2015 12:00 - 01.01.2015 13:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1964"
"BZN|PL","01.01.2015 13:00 - 01.01.2015 14:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1922"
"BZN|PL","01.01.2015 14:00 - 01.01.2015 15:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1854"
"BZN|PL","01.01.2015 15:00 - 01.01.2015 16:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1812"
"BZN|PL","01.01.2015 16:00 - 01.01.2015 17:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1800"
"BZN|PL","01.01.2015 17:00 - 01.01.2015 18:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1870"
"BZN|PL","01.01.2015 18:00 - 01.01.2015 19:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1919"
"BZN|PL","01.01.2015 19:00 - 01.01.2015 20:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1969"
"BZN|PL","01.01.2015 20:00 - 01.01.2015 21:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2018"
"BZN|PL","01.01.2015 21:00 - 01.01.2015 22:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2117"
"BZN|PL","01.01.2015 22:00 - 01.01.2015 23:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2201"
"BZN|PL","01.01.2015 23:00 - 02.01.2015 00:00 (CET/CEST)","N/A","N/A","N/A","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2286"
"BZN|PL","02.01.2015 00:00 - 02.01.2015 01:00 (CET/CEST)","233","2927","62","418","7127","N/A","n/e","n/e","n/e","0","","173","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2405"
"BZN|PL","02.01.2015 01:00 - 02.01.2015 02:00 (CET/CEST)","233","2809","61","406","7126","N/A","n/e","n/e","n/e","0","","173","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2492"
"BZN|PL","02.01.2015 02:00 - 02.01.2015 03:00 (CET/CEST)","233","2787","61","416","7106","N/A","n/e","n/e","n/e","0","","173","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2584"
"BZN|PL","02.01.2015 03:00 - 02.01.2015 04:00 (CET/CEST)","233","2692","61","416","7076","N/A","n/e","n/e","n/e","0","","173","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2848"
"BZN|PL","02.01.2015 04:00 - 02.01.2015 05:00 (CET/CEST)","233","2748","61","415","7057","N/A","n/e","n/e","n/e","0","","173","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3029"
"BZN|PL","02.01.2015 05:00 - 02.01.2015 06:00 (CET/CEST)","233","2858","61","415","7097","N/A","n/e","n/e","n/e","0","","173","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3127"
"BZN|PL","02.01.2015 06:00 - 02.01.2015 07:00 (CET/CEST)","236","3638","62","416","7404","N/A","n/e","n/e","n/e","0","","171","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3191"
"BZN|PL","02.01.2015 07:00 - 02.01.2015 08:00 (CET/CEST)","239","4425","63","416","7606","N/A","n/e","n/e","n/e","0","","172","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3231"
"BZN|PL","02.01.2015 08:00 - 02.01.2015 09:00 (CET/CEST)","240","4660","64","416","7935","N/A","n/e","n/e","n/e","0","","176","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3283"
"BZN|PL","02.01.2015 09:00 - 02.01.2015 10:00 (CET/CEST)","240","5174","62","416","8203","N/A","n/e","n/e","n/e","0","","186","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3351"
"BZN|PL","02.01.2015 10:00 - 02.01.2015 11:00 (CET/CEST)","240","5303","61","416","8266","N/A","n/e","n/e","n/e","50","","183","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3374"
"BZN|PL","02.01.2015 11:00 - 02.01.2015 12:00 (CET/CEST)","240","5479","61","416","8157","N/A","n/e","n/e","n/e","99","","179","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3359"
"BZN|PL","02.01.2015 12:00 - 02.01.2015 13:00 (CET/CEST)","240","5440","63","431","8218","N/A","n/e","n/e","n/e","216","","170","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3276"
"BZN|PL","02.01.2015 13:00 - 02.01.2015 14:00 (CET/CEST)","240","5425","63","430","8498","N/A","n/e","n/e","n/e","503","","170","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3319"
"BZN|PL","02.01.2015 14:00 - 02.01.2015 15:00 (CET/CEST)","240","5353","64","430","8750","N/A","n/e","n/e","n/e","215","","168","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3314"
"BZN|PL","02.01.2015 15:00 - 02.01.2015 16:00 (CET/CEST)","240","5369","62","430","8822","N/A","n/e","n/e","n/e","132","","167","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3348"
"BZN|PL","02.01.2015 16:00 - 02.01.2015 17:00 (CET/CEST)","240","5390","61","431","9032","N/A","n/e","n/e","n/e","683","","195","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3411"
"BZN|PL","02.01.2015 17:00 - 02.01.2015 18:00 (CET/CEST)","240","5232","60","430","8773","N/A","n/e","n/e","n/e","878","","199","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3482"
"BZN|PL","02.01.2015 18:00 - 02.01.2015 19:00 (CET/CEST)","241","5250","59","430","8615","N/A","n/e","n/e","n/e","712","","202","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3539"
"BZN|PL","02.01.2015 19:00 - 02.01.2015 20:00 (CET/CEST)","240","5273","56","430","8427","N/A","n/e","n/e","n/e","714","","192","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3538"
"BZN|PL","02.01.2015 20:00 - 02.01.2015 21:00 (CET/CEST)","240","5012","57","429","8452","N/A","n/e","n/e","n/e","435","","177","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3557"
"BZN|PL","02.01.2015 21:00 - 02.01.2015 22:00 (CET/CEST)","240","4984","58","429","8279","N/A","n/e","n/e","n/e","199","","176","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3540"
"BZN|PL","02.01.2015 22:00 - 02.01.2015 23:00 (CET/CEST)","235","4138","59","429","7978","N/A","n/e","n/e","n/e","0","","166","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3513"
"BZN|PL","02.01.2015 23:00 - 03.01.2015 00:00 (CET/CEST)","233","3552","60","427","7520","N/A","n/e","n/e","n/e","40","","163","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3500"
"BZN|PL","03.01.2015 00:00 - 03.01.2015 01:00 (CET/CEST)","233","3002","59","427","7081","N/A","n/e","n/e","n/e","0","","170","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3494"
"BZN|PL","03.01.2015 01:00 - 03.01.2015 02:00 (CET/CEST)","233","3020","61","427","6970","N/A","n/e","n/e","n/e","0","","174","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3487"
"BZN|PL","03.01.2015 02:00 - 03.01.2015 03:00 (CET/CEST)","233","3093","60","427","6937","N/A","n/e","n/e","n/e","0","","174","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3522"
"BZN|PL","03.01.2015 03:00 - 03.01.2015 04:00 (CET/CEST)","233","3011","61","427","6971","N/A","n/e","n/e","n/e","0","","173","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3504"
"BZN|PL","03.01.2015 04:00 - 03.01.2015 05:00 (CET/CEST)","233","3118","60","427","6982","N/A","n/e","n/e","n/e","0","","174","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3487"
"BZN|PL","03.01.2015 05:00 - 03.01.2015 06:00 (CET/CEST)","233","3334","61","428","6971","N/A","n/e","n/e","n/e","0","","174","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3444"
"BZN|PL","03.01.2015 06:00 - 03.01.2015 07:00 (CET/CEST)","233","3818","62","430","6988","N/A","n/e","n/e","n/e","0","","174","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3456"
"BZN|PL","03.01.2015 07:00 - 03.01.2015 08:00 (CET/CEST)","233","3967","64","431","7219","N/A","n/e","n/e","n/e","0","","179","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3490"
"BZN|PL","03.01.2015 08:00 - 03.01.2015 09:00 (CET/CEST)","233","4171","63","431","7294","N/A","n/e","n/e","n/e","0","","189","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3492"
"BZN|PL","03.01.2015 09:00 - 03.01.2015 10:00 (CET/CEST)","233","4653","63","431","7504","N/A","n/e","n/e","n/e","30","","196","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3471"
"BZN|PL","03.01.2015 10:00 - 03.01.2015 11:00 (CET/CEST)","233","5027","61","430","7496","N/A","n/e","n/e","n/e","21","","198","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3465"
"BZN|PL","03.01.2015 11:00 - 03.01.2015 12:00 (CET/CEST)","233","5337","62","431","7498","N/A","n/e","n/e","n/e","0","","199","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3493"
"BZN|PL","03.01.2015 12:00 - 03.01.2015 13:00 (CET/CEST)","233","5399","63","430","7469","N/A","n/e","n/e","n/e","0","","187","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3487"
"BZN|PL","03.01.2015 13:00 - 03.01.2015 14:00 (CET/CEST)","233","5511","63","430","7491","N/A","n/e","n/e","n/e","75","","180","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3498"
"BZN|PL","03.01.2015 14:00 - 03.01.2015 15:00 (CET/CEST)","233","5417","63","430","7496","N/A","n/e","n/e","n/e","0","","172","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3484"
"BZN|PL","03.01.2015 15:00 - 03.01.2015 16:00 (CET/CEST)","233","5562","61","429","7551","N/A","n/e","n/e","n/e","162","","191","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3448"
"BZN|PL","03.01.2015 16:00 - 03.01.2015 17:00 (CET/CEST)","222","5884","62","431","8052","N/A","n/e","n/e","n/e","584","","195","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3351"
"BZN|PL","03.01.2015 17:00 - 03.01.2015 18:00 (CET/CEST)","173","5896","61","431","7930","N/A","n/e","n/e","n/e","1016","","213","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3235"
"BZN|PL","03.01.2015 18:00 - 03.01.2015 19:00 (CET/CEST)","170","5863","60","431","8020","N/A","n/e","n/e","n/e","936","","219","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3193"
"BZN|PL","03.01.2015 19:00 - 03.01.2015 20:00 (CET/CEST)","170","5672","61","431","7756","N/A","n/e","n/e","n/e","990","","199","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3248"
"BZN|PL","03.01.2015 20:00 - 03.01.2015 21:00 (CET/CEST)","173","5119","62","420","7695","N/A","n/e","n/e","n/e","758","","198","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3156"
"BZN|PL","03.01.2015 21:00 - 03.01.2015 22:00 (CET/CEST)","173","4719","63","416","7691","N/A","n/e","n/e","n/e","120","","191","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3108"
"BZN|PL","03.01.2015 22:00 - 03.01.2015 23:00 (CET/CEST)","173","4362","63","416","7850","N/A","n/e","n/e","n/e","33","","166","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3014"
"BZN|PL","03.01.2015 23:00 - 04.01.2015 00:00 (CET/CEST)","173","3752","62","417","7692","N/A","n/e","n/e","n/e","0","","165","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2958"
"BZN|PL","04.01.2015 00:00 - 04.01.2015 01:00 (CET/CEST)","173","3130","59","423","7224","N/A","n/e","n/e","n/e","0","","176","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2915"
"BZN|PL","04.01.2015 01:00 - 04.01.2015 02:00 (CET/CEST)","173","2938","60","422","7168","N/A","n/e","n/e","n/e","0","","179","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2918"
"BZN|PL","04.01.2015 02:00 - 04.01.2015 03:00 (CET/CEST)","173","2936","60","419","7152","N/A","n/e","n/e","n/e","0","","179","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2910"
"BZN|PL","04.01.2015 03:00 - 04.01.2015 04:00 (CET/CEST)","173","2907","61","419","7070","N/A","n/e","n/e","n/e","0","","182","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2947"
"BZN|PL","04.01.2015 04:00 - 04.01.2015 05:00 (CET/CEST)","173","2911","61","413","7044","N/A","n/e","n/e","n/e","0","","182","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3037"
"BZN|PL","04.01.2015 05:00 - 04.01.2015 06:00 (CET/CEST)","173","2867","62","412","7022","N/A","n/e","n/e","n/e","0","","182","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3153"
"BZN|PL","04.01.2015 06:00 - 04.01.2015 07:00 (CET/CEST)","173","2920","61","414","7077","N/A","n/e","n/e","n/e","1","","183","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3201"
"BZN|PL","04.01.2015 07:00 - 04.01.2015 08:00 (CET/CEST)","173","2856","60","414","7098","N/A","n/e","n/e","n/e","0","","182","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3218"
"BZN|PL","04.01.2015 08:00 - 04.01.2015 09:00 (CET/CEST)","174","2927","60","414","7156","N/A","n/e","n/e","n/e","0","","200","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3257"
"BZN|PL","04.01.2015 09:00 - 04.01.2015 10:00 (CET/CEST)","141","3531","59","401","7314","N/A","n/e","n/e","n/e","0","","205","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3310"
"BZN|PL","04.01.2015 10:00 - 04.01.2015 11:00 (CET/CEST)","128","3881","59","401","7365","N/A","n/e","n/e","n/e","198","","207","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3352"
"BZN|PL","04.01.2015 11:00 - 04.01.2015 12:00 (CET/CEST)","124","3999","59","401","7373","N/A","n/e","n/e","n/e","342","","207","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3438"
"BZN|PL","04.01.2015 12:00 - 04.01.2015 13:00 (CET/CEST)","123","4071","61","402","7416","N/A","n/e","n/e","n/e","377","","207","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3461"
"BZN|PL","04.01.2015 13:00 - 04.01.2015 14:00 (CET/CEST)","123","4122","57","402","7420","N/A","n/e","n/e","n/e","284","","205","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3503"
"BZN|PL","04.01.2015 14:00 - 04.01.2015 15:00 (CET/CEST)","122","4379","57","403","7432","N/A","n/e","n/e","n/e","156","","207","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3437"
"BZN|PL","04.01.2015 15:00 - 04.01.2015 16:00 (CET/CEST)","123","4392","56","406","7345","N/A","n/e","n/e","n/e","159","","208","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3408"
"BZN|PL","04.01.2015 16:00 - 04.01.2015 17:00 (CET/CEST)","139","4976","57","407","7566","N/A","n/e","n/e","n/e","395","","218","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3366"
"BZN|PL","04.01.2015 17:00 - 04.01.2015 18:00 (CET/CEST)","196","5062","57","415","7655","N/A","n/e","n/e","n/e","363","","228","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3331"
"BZN|PL","04.01.2015 18:00 - 04.01.2015 19:00 (CET/CEST)","233","5115","57","421","7608","N/A","n/e","n/e","n/e","337","","232","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3341"
"BZN|PL","04.01.2015 19:00 - 04.01.2015 20:00 (CET/CEST)","233","5241","58","422","7716","N/A","n/e","n/e","n/e","185","","233","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3317"
"BZN|PL","04.01.2015 20:00 - 04.01.2015 21:00 (CET/CEST)","233","5211","58","417","7676","N/A","n/e","n/e","n/e","56","","219","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3206"
"BZN|PL","04.01.2015 21:00 - 04.01.2015 22:00 (CET/CEST)","233","4902","59","421","7530","N/A","n/e","n/e","n/e","0","","219","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3134"
"BZN|PL","04.01.2015 22:00 - 04.01.2015 23:00 (CET/CEST)","233","4668","60","417","7569","N/A","n/e","n/e","n/e","0","","215","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3043"
"BZN|PL","04.01.2015 23:00 - 05.01.2015 00:00 (CET/CEST)","233","3811","60","410","7495","N/A","n/e","n/e","n/e","0","","201","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2893"
"BZN|PL","05.01.2015 00:00 - 05.01.2015 01:00 (CET/CEST)","233","3567","62","405","7494","N/A","n/e","n/e","n/e","0","","195","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2706"
"BZN|PL","05.01.2015 01:00 - 05.01.2015 02:00 (CET/CEST)","233","3530","60","406","7390","N/A","n/e","n/e","n/e","0","","200","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2559"
"BZN|PL","05.01.2015 02:00 - 05.01.2015 03:00 (CET/CEST)","233","3348","60","406","7336","N/A","n/e","n/e","n/e","0","","201","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2485"
"BZN|PL","05.01.2015 03:00 - 05.01.2015 04:00 (CET/CEST)","233","3547","60","403","7457","N/A","n/e","n/e","n/e","0","","202","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2337"
"BZN|PL","05.01.2015 04:00 - 05.01.2015 05:00 (CET/CEST)","233","3625","60","407","7557","N/A","n/e","n/e","n/e","0","","202","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2291"
"BZN|PL","05.01.2015 05:00 - 05.01.2015 06:00 (CET/CEST)","233","3930","59","410","7748","N/A","n/e","n/e","n/e","0","","200","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2166"
"BZN|PL","05.01.2015 06:00 - 05.01.2015 07:00 (CET/CEST)","234","4997","59","411","8433","N/A","n/e","n/e","n/e","0","","192","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1994"
"BZN|PL","05.01.2015 07:00 - 05.01.2015 08:00 (CET/CEST)","235","5945","57","425","8817","N/A","n/e","n/e","n/e","0","","192","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1789"
"BZN|PL","05.01.2015 08:00 - 05.01.2015 09:00 (CET/CEST)","235","6274","55","421","9348","N/A","n/e","n/e","n/e","0","","212","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1621"
"BZN|PL","05.01.2015 09:00 - 05.01.2015 10:00 (CET/CEST)","235","6627","54","419","10149","N/A","n/e","n/e","n/e","0","","218","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1600"
"BZN|PL","05.01.2015 10:00 - 05.01.2015 11:00 (CET/CEST)","235","6686","54","426","10199","N/A","n/e","n/e","n/e","180","","219","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1584"
"BZN|PL","05.01.2015 11:00 - 05.01.2015 12:00 (CET/CEST)","235","6706","50","427","10195","N/A","n/e","n/e","n/e","294","","220","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1689"
"BZN|PL","05.01.2015 12:00 - 05.01.2015 13:00 (CET/CEST)","235","6742","45","416","10148","N/A","n/e","n/e","n/e","304","","221","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1801"
"BZN|PL","05.01.2015 13:00 - 05.01.2015 14:00 (CET/CEST)","235","6817","45","416","10472","N/A","n/e","n/e","n/e","265","","221","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1684"
"BZN|PL","05.01.2015 14:00 - 05.01.2015 15:00 (CET/CEST)","235","6751","50","416","10961","N/A","n/e","n/e","n/e","0","","210","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1556"
"BZN|PL","05.01.2015 15:00 - 05.01.2015 16:00 (CET/CEST)","235","6652","47","416","10895","N/A","n/e","n/e","n/e","0","","219","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1537"
"BZN|PL","05.01.2015 16:00 - 05.01.2015 17:00 (CET/CEST)","235","6888","48","417","11446","N/A","n/e","n/e","n/e","101","","232","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1635"
"BZN|PL","05.01.2015 17:00 - 05.01.2015 18:00 (CET/CEST)","235","6902","49","420","11513","N/A","n/e","n/e","n/e","238","","242","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1682"
"BZN|PL","05.01.2015 18:00 - 05.01.2015 19:00 (CET/CEST)","235","6899","48","430","11305","N/A","n/e","n/e","n/e","154","","237","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1813"
"BZN|PL","05.01.2015 19:00 - 05.01.2015 20:00 (CET/CEST)","236","6931","50","420","11128","N/A","n/e","n/e","n/e","192","","234","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1637"
"BZN|PL","05.01.2015 20:00 - 05.01.2015 21:00 (CET/CEST)","235","6859","48","426","10782","N/A","n/e","n/e","n/e","65","","214","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1399"
"BZN|PL","05.01.2015 21:00 - 05.01.2015 22:00 (CET/CEST)","236","6562","49","429","9978","N/A","n/e","n/e","n/e","0","","209","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1296"
"BZN|PL","05.01.2015 22:00 - 05.01.2015 23:00 (CET/CEST)","235","5554","54","429","9293","N/A","n/e","n/e","n/e","0","","195","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1280"
"BZN|PL","05.01.2015 23:00 - 06.01.2015 00:00 (CET/CEST)","233","4850","55","429","8972","N/A","n/e","n/e","n/e","0","","195","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1168"
"BZN|PL","06.01.2015 00:00 - 06.01.2015 01:00 (CET/CEST)","234","5027","55","431","8450","N/A","n/e","n/e","n/e","0","","192","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1059"
